0.93,-0.07,-0.31
0.93,-0.08,-0.27
0.93,-0.07,-0.14
0.94,-0.07,-0.12
0.94,-0.07,-0.24
0.93,-0.07,-0.35
0.93,-0.07,-0.29
0.93,-0.07,-0.13
0.93,-0.07,-0.13
0.93,-0.07,-0.17
0.93,-0.07,-0.28
0.93,-0.07,-0.36
1.07,-0.07,-0.26
0.93,-0.07,-0.14
0.93,-0.07,-0.15
0.94,-0.07,-0.27
0.93,-0.07,-0.35
0.93,-0.07,-0.27
0.88,-0.12,-0.24
0.94,-0.07,-0.30
0.93,-0.07,-0.20
0.93,-0.07,-0.09
0.94,-0.07,-0.16
0.93,-0.07,-0.30
0.93,-0.07,-0.34
0.93,-0.07,-0.23
0.93,-0.07,-0.11
0.93,-0.07,-0.15
0.93,-0.07,-0.31
0.93,-0.07,-0.13
0.94,-0.07,-0.27
0.94,-0.07,-0.33
0.93,-0.07,-0.25
0.93,-0.07,-0.13
0.93,-0.07,-0.12
0.93,-0.07,-0.23
0.93,-0.07,-0.35
0.94,-0.07,-0.31
0.94,-0.07,-0.18
0.93,-0.08,-0.10
0.94,-0.07,-0.16
0.93,-0.07,-0.21
0.94,-0.07,-0.32
0.93,-0.07,-0.34
0.93,-0.07,-0.24
0.91,-0.09,-0.14
0.93,-0.07,-0.15
0.93,-0.07,-0.25
0.93,-0.07,-0.36
0.93,-0.07,-0.30
0.93,-0.07,-0.16
0.93,-0.07,-0.11
0.93,-0.07,-0.21
0.94,-0.07,-0.32
0.93,-0.07,-0.32
0.93,-0.07,-0.22
0.93,-0.07,-0.10
0.93,-0.07,-0.30
0.93,-0.07,-0.13
0.93,-0.07,-0.19
0.93,-0.07,-0.31
0.93,-0.07,-0.34
0.93,-0.07,-0.24
0.93,-0.07,-0.11
0.93,-0.07,-0.14
0.94,-0.07,-0.26
0.93,-0.07,-0.35
1.09,0.00,-0.22
0.94,-0.07,-0.13
0.93,-0.07,-0.11
0.94,-0.07,-0.16
0.93,-0.07,-0.25
0.91,-0.09,-0.37
0.93,-0.07,-0.32
0.93,-0.07,-0.17
0.93,-0.07,-0.10
0.94,-0.07,-0.21
0.93,-0.07,-0.32
0.93,-0.07,-0.32
0.93,-0.07,-0.21
0.93,-0.07,-0.10
0.93,-0.07,-0.16
1.09,0.01,-0.22
0.94,-0.07,-0.33
0.94,-0.07,-0.25
0.94,-0.07,-0.13
0.93,-0.07,-0.32
0.93,-0.07,-0.17
0.93,-0.07,-0.14
0.93,-0.07,-0.24
0.94,-0.07,-0.36
0.93,-0.07,-0.30
0.93,-0.07,-0.16
0.94,-0.07,-0.10
0.91,-0.09,-0.22
0.94,-0.07,-0.34
0.94,-0.07,-0.32
0.93,-0.07,-0.21
0.94,-0.07,-0.09
0.93,-0.07,-0.18
0.94,-0.07,-0.32
0.94,-0.07,-0.27
0.93,-0.07,-0.30
0.93,-0.07,-0.21
0.93,-0.07,-0.09
0.93,-0.07,-0.16
0.93,-0.07,-0.29
0.93,-0.07,-0.34
0.93,-0.07,-0.24
0.91,-0.09,-0.13
0.93,-0.07,-0.15
0.94,-0.07,-0.27
0.93,-0.07,-0.35
0.94,-0.07,-0.27
0.93,-0.07,-0.29
0.94,-0.07,-0.22
0.94,-0.07,-0.11
0.94,-0.07,-0.13
0.94,-0.07,-0.27
0.93,-0.07,-0.34
0.93,-0.07,-0.26
0.93,-0.08,-0.14
0.94,-0.07,-0.14
0.94,-0.07,-0.25
0.93,-0.07,-0.35
0.94,-0.07,-0.29
0.93,-0.07,-0.15
0.93,-0.07,-0.12
0.93,-0.07,-0.23
0.93,-0.07,-0.34
0.94,-0.07,-0.31
0.93,-0.07,-0.28
0.94,-0.07,-0.16
0.94,-0.07,-0.10
0.93,-0.07,-0.21
0.94,-0.07,-0.33
0.92,-0.08,-0.32
0.93,-0.07,-0.21
0.94,-0.07,-0.10
